vehicle_id,Curb_Weight,year
22651,3282.0,2013
22652,3737.0,2013
22653,2603.0,2013
22656,3093.0,2013
22657,3788.0,2013
22658,3796.0,2013
22659,2606.0,2013
22660,2529.0,2013
22661,2786.0,2013
22662,3715.0,2013
22663,3280.0,2013
22664,3103.0,2013
22665,2836.0,2013
22668,2776.0,2013
22669,2603.0,2013
22672,3273.0,2013
22674,2554.0,2013
22676,3076.0,2013
22677,3103.0,2013
22678,3221.0,2013
22679,3221.0,2013
22681,3103.0,2013
22684,3103.0,2013
22685,2529.0,2013
22686,2092.0,2013
22687,1393.0,2013
22690,1479.0,2013
22692,3280.0,2013
22696,3284.0,2013
22698,3226.0,2013
22700,3093.0,2013
22704,1768.0,2013
22708,1704.0,2013
22711,1695.0,2013
22712,1760.0,2013
22713,2798.0,2013
22716,2554.0,2013
22719,2800.0,2013
22720,2798.0,2013
22721,1393.0,2013
22723,3097.0,2013
22724,3097.0,2013
22726,3096.0,2013
22727,1865.9863408013987,2013
22728,3109.0,2013
22729,3282.0,2013
22730,1801.3711978241486,2013
22732,3096.0,2013
22733,3076.0,2013
22737,2800.0,2013
22738,2798.0,2013
22739,3284.0,2013
22740,3096.0,2013
22742,3273.0,2013
22744,1732.0,2013
22745,3109.0,2013
22746,1964.0,2013
22747,2315.0,2013
22748,1971.0,2013
22749,2855.0,2013
22751,2315.0,2013
22752,3404.0,2013
22753,3104.0,2013
22754,3166.0,2013
22756,3170.0,2013
22757,1980.0,2013
22758,3156.0,2013
22759,2035.0,2013
22760,3179.0,2013
22761,3179.0,2013
22762,1620.0,2013
22763,2287.0,2013
22764,3170.0,2013
22766,3166.0,2013
22768,3275.0,2013
22769,1835.0,2013
22770,1835.0,2013
22771,2367.0,2013
22772,3104.0,2013
22773,2855.0,2013
22774,3162.0,2013
22775,3275.0,2013
22776,3166.0,2013
22777,3162.0,2013
22779,3156.0,2013
22780,2367.0,2013
22781,3268.0,2013
22782,3268.0,2013
22783,3268.0,2013
22784,3162.0,2013
22785,1994.0,2013
22786,3275.0,2013
22787,2287.0,2013
22789,3231.0,2013
22790,3223.0,2013
22791,3223.0,2013
22792,3214.0,2013
22793,3214.0,2013
22794,3214.0,2013
22795,3463.0,2013
22797,2820.0,2013
22798,3223.0,2013
22800,1655.0,2013
22802,2820.0,2013
22804,2820.0,2013
22805,3463.0,2013
22808,2844.0,2013
22809,3224.0,2013
22811,2854.0,2013
22812,3231.0,2013
22813,2838.0,2013
22814,1334.0,2013
22816,2854.0,2013
22818,1334.0,2013
22820,2095.0,2013
22823,2838.0,2013
22826,3474.0,2013
