vehicle_id,Curb_Weight,Price_USD,year
479,1606.064231,24030.57595,2010
480,2551,51185,2010
481,2649,47490,2010
482,2679,53995,2010
483,2344.258997,29475.69921,2010
484,2315.928187,270700,2010
485,1237.316788,20838.02198,2010
486,1457.288508,22034.00862,2010
487,2009.101364,26049.19602,2010
488,1930.901697,23890,2010
489,2363.608581,22320,2010
490,1959,26604.05172,2010
491,2383.896378,25109.16667,2010
492,2613.080562,41225.92068,2010
493,2568.288971,38207.66854,2010
495,1303.97813,24850,2010
496,1608.365778,26150,2010
498,1703.47346,25555,2010
499,1817.439364,26325,2010
500,1692.116505,22800,2010
501,2335.180664,23110,2010
503,1734.786333,30090,2010
504,1891,23550,2010
505,1600,22949.9763,2010
506,1470,19970,2010
507,1466,19135,2010
508,1466,20550,2010
509,1465,16962.56757,2010
510,1465,16360,2010
511,1465,19695,2010
512,1465,19355,2010
513,1462,20215,2010
514,1461,20470,2010
516,1453,19995,2010
517,1453,19995,2010
519,1442,18995,2010
520,1441,22825,2010
521,1437,22800,2010
522,1437,22230,2010
527,1470,18070,2010
530,1474,20295,2010
534,1499,25135,2010
535,1497,23095,2010
536,1497,22795,2010
537,1497,24095,2010
538,1497,21795,2010
539,1496,20764.73451,2010
541,1493,21790,2010
542,1493,19730,2010
544,1484,19140,2010
547,1479,19545,2010
548,1476,19964.49153,2010
549,1475,19416.56934,2010
550,1474,23095,2010
551,1474,20595,2010
552,1474,21643.7725,2010
554,2291.309985,29810,2010
555,1510,97700,2010
556,1505,51900,2010
557,1600,38470,2010
558,1640,39750,2010
559,1697,30205,2010
560,1715,58460,2010
561,1783,32055,2010
562,1883,41270,2010
563,1916,30858.8664,2010
564,1953,43160,2010
565,1613,31180,2010
566,1813,42515,2010
567,1797,38655,2010
568,2002,46925,2010
569,2630,340000,2010
570,2688,403000,2010
571,1465,16995,2010
572,1476,19995,2010
573,1520,21446.21951,2010
574,1547,20495,2010
575,1424,21695,2010
576,1578,21344,2010
577,900,47250,2010
578,1990,25095,2010
579,1424,21195,2010
580,1751,31040.95077,2010
581,1455,87000,2010
582,1048,13355,2010
583,1061,14155,2010
584,1072,14455,2010
585,1132,16195,2010
586,1049,14115,2010
587,1064,14915,2010
588,1075,13795,2010
589,1075,11695,2010
590,1149,11990,2010
591,1884,22750,2010
592,1981,37770,2010
593,1862,29640,2010
594,1987,25600,2010
595,2160,48000,2010
596,2160,45000,2010
597,1428,23385,2010
598,2173.884311,42600,2010
599,1603,35450.97561,2010
600,1661,40400,2010
601,942,65690,2010
602,1603,30445.04587,2010
603,1792,27120,2010
605,1685.914833,29645,2010
606,1742.105338,31395,2010
611,1335,19034,2010
612,1330,19234,2010
613,1330,20334,2010
614,1330,18234,2010
617,1295,17584,2010
618,1295,17145.42857,2010
621,1280,18434,2010
626,1235,16584,2010
631,1160,13300,2010
632,1270,17034.58991,2010
633,1269,17195,2010
667,2042,52595,2010
692,1270,15995.48368,2010
694,2250,149700,2010
705,1793.833918,31840,2010
707,2693,42378.02469,2010
708,2758.852536,76397.12121,2010
709,2691.515929,73135,2010
710,2464.431813,49645,2010
711,2542.319108,52495,2010
712,1410,17666.55556,2010
713,1431,20030,2010
714,1431,19030,2010
715,1455,21030,2010
716,1455,21030,2010
717,1455,21680,2010
718,1485,18720,2010
719,1402,21195,2010
720,1394,18720,2010
721,1394,19620,2010
722,1393,18591.26214,2010
729,2679.884253,53730,2010
731,2666.653808,53260,2010
732,2588.808396,50455,2010
733,1789.868534,27190,2010
734,1717.884767,25440,2010
735,1413,17595,2010
736,2695.295576,56565,2010
737,2443.627666,41919.58042,2010
738,2633.088573,54950,2010
739,2594.62455,53120,2010
740,2712.596264,56120,2010
741,2532.36267,38506.55769,2010
742,2647.71483,40860.0554,2010
743,2495.492022,40517.66551,2010
